Date,Location,Route Name,Grade,# RP Tries,Type,Wall angle,Hold Types,Length,Laps,Crux location,Continuity,Other Notes
2020.09.13,Desk Wall,Black,V3x,2,B,90,Crimps and Huecos,12,1,End,End,
2020.09.02,Desk Wall,Black,V4x,2,B,90,Crimps and volume,12,1,Middle,Middle,Got it
2020.09.02,Arch,Tan,V3x,1,B,90-180,Jugs,12,1,None,Continuous,
2020.09.02,Inside North,Red,V1,1,B,90-100,Jugs,14,1,None,None,Drils
2020.09.02,Inside West,Black,V3x,1,B,90-120,Jugs,12,1,None,Continuous,
2020.09.02,Bouldering Floor Tall Wall - N,Black,V5,75%,B,90,Crimps  ,13,1,Middle,Continuous,"Tough, have to trust feet"
2020.09.02,E Slab Wall,Yellow,V5,1,B,85,"Slopers, crimps",14,1,End,Continuous,"Got to the top move, just playing around"
2020.09.02,Bouldering Floor Tall Wall - E,Tan,V4 ,95%,B,90,Crimps and slopers,14,1,End,Continuous,Last move is holding me up
2020.09.02,Bouldering Floor Tall Wall - E,Purple,V0,1,B,85,Jugs,14,1,None,None,tennis shoes
2020.09.02,E Slab Wall,Red,V1,1,B,85,Jugs,14,1,None,None,Slippers
2020.09.02,South Wall,Yellow,V3x,1,B,120,Jugs,14,1,None,Continuous,
2020.09.02,Inside Cave (SE),Purple,V4,40%,B,95,Slopers,14,1,Not sure,Not sure,
2020.09.02,Inside Cave (SE),Red,V0x,1,B,95,Jugs,14,1,None,Continuous,"Easy, in slippers"
2020.09.02,Inside Cave (SE),Green,V3x,1,B,95,Jugs and crimps,14,1,None,Continuous,
2020.09.02,Inside Cave (SE),Blue,V3x,1,B,95,Jugs and crimps,14,1,None,Continuous,
2020.09.02,Inside Cave (SE),Purple,V4,25%,B,100,Slopers and rails,14,1,None,Continuous,Redemption
2020.08.28,Downstairs East Wall (Flake),Black,5.7x,1,TR,92,Jugs,45,1,None,Continuous,Drills
2020.08.28,Downstairs Slab Wall,Tan,5.7,1,TR,80,Jugs,45,1,None,Continuous,"Drills, a couple of laps"
2020.08.28,Downstairs E Wall (North),Green?,5.7x,1,TR,95,Jugs,45,1,None,Continuous,Drills
2020.08.28,Downstairs Slab Wall,Blue,5.5x,1,TR,80-90,Jugs,45,1,None,Continuous,Drills
2020.08.28,Downstairs Crack Wall,Red?,5.8x,1,TR,95,Jugs and crimps,45,1,None,Continuous,Dihedral drop-knee practice
2020.08.28,E Slab Wall,Black,V4,5,B,85,Slopers and crimps,12,1,End,End,"Had to get left foot on chip, lock and get right foot in big Hueco and flag and stand"
2020.08.28,E Slab Wall,Yellow,V5,1,B,85,"Slopers, crimps",14,1,End,Continuous,"Got to the top move, just playing around"
2020.08.28,Bouldering Floor Tall Wall - N,Red,V1,1,B,90,Jugs and crimps,12,1,None,None,
2020.08.28,Bouldering Floor Tall Wall - E,Purple,V0,1,B,85,Jugs,14,1,None,None,
2020.08.28,Inside NE Arete,Red,V2x,1,B,95-120,Jugs,14,1,None,None,3 second drill
2020.08.28,SE Dihedral,Blue,V2x,1,B,95-110,Jugs,12,1,None,None,
2020.08.28,Inside North,Red,V1x,1,B,90-100,Jugs,14,1,None,None,Drils
2020.08.28,Desk Wall,Black,V4,70%,B,90,Crimps and volume,12,1,Middle,Middle,Fun
2020.08.18,Bouldering Floor Tall Wall - E,Tan,V4 ,95%,B,90,Crimps and slopers,14,1,End,Continuous,Last move is holding me up
2020.08.18,Bouldering Floor Tall Wall - E,Green,V3x,5,B,90,Crimps and slopers,14,1,Early,Early,Weird start ... redemption ... had to kind of stand start and desperately throw right hand high
2020.08.18,Bouldering Floor Tall Wall - E,Yellow,V2,1,B,90,Jugs and slopers,14,1,End,Continuous,Hard for a V2
2020.08.18,Bouldering Floor Tall Wall - E,Purple,V0x,1,B,85,Jugs,14,1,None,None,tennis shoes
2020.08.18,E Slab Wall,Black,V4x,5,B,85,Slopers and crimps,12,1,End,End,"Had to get left foot on chip, lock and get right foot in big Hueco and flag and stand"
2020.08.18,E Slab Wall,Orange,V1,1,B,85,Jugs  ,12,1,None,None,Did in tennis shoes
2020.08.18,E Slab Wall,Blue,V2x,1,B,85,Crimps,14,1,None,None,
2020.08.18,E Slab Wall,Purple,V5,50%,B,85,Crimps,14,1,Middle,Continuous,Continuous
2020.08.18,E Slab Wall,Red,V0x,1,B,85,Jugs,14,1,None,None,Slippers
2020.08.18,Bouldering Floor Tall Wall - N,Green,V4,65%,B,90,Slopers and crimps,12,1,End,End,"Hard mantle move, high feet and throw"
2020.08.18,Bouldering Floor Tall Wall - N,Yellow,V2,1,B,90,Jugs and crimps,12,1,None,None,
2020.08.18,Bouldering Floor Tall Wall - N,Purple,V3,1,B,90,Huecos and crimps,14,1,End,End,A little weird
2020.08.18,Bouldering Floor Tall Wall - N,Tan,V3,3,B,90,Crimps,14,1,Middle,Middle,A little weird
2020.08.06,Bouldering Floor Tall Wall - N,Red,V1,1,B,90,Jugs and crimps,12,1,None,None,
2020.08.06,Downstairs N Slab,Tan,5.7x,1,TR,85,Jugs,45,1,None,None,Tennis Shoes
2020.08.06,Downstairs N Slab,Pink,5.11a,75%,TR,85,Slopers and crimps,45,1,End,Continuous,"Pretty hard, but gassed, came straight down"
2020.08.06,E Slab Wall,Yellow,V5x,10,B,85,"Slopers, crimps",14,1,End,Continuous,"I was able to work my way to the last hold pretty quick, 2 tries, grabbing the last hold was hard, but I was tired"
2020.08.06,E Slab Wall,Yellow (North),V4x,1,B,85,Crimps,14,1,End,Continuous,"Flash, pretty easy"
2020.08.06,Bouldering Floor Tall Wall - E,Tan,V4 ,65%,B,90,Crimps and slopers,14,1,Early,Continuous,Got far on first attempt but moved on and gassed out before coming back REDEMPTION
2020.08.06,Bouldering Floor Tall Wall - E,Green,V3,10%,B,90,Crimps and slopers,14,1,Early,Early,Weird start ... redemption
2020.08.06,Bouldering Floor Tall Wall - E,Yellow,V2x,1,B,90,Jugs and slopers,14,1,End,Continuous,Hard for a V2
2020.08.06,E Slab Wall,Black,V4,70%,B,85,Slopers and crimps,12,1,End,End,Fun ... REDEMPTION
2020.08.06,E Slab Wall,Pink,V3x,1,B,85,Pinches and crimps,12,1,End,End,Fun   
2020.08.06,E Slab Wall,Green,V3x,1,B,85,Slopers and crimps,14,1,None,None,
2020.08.06,E Slab Wall,Orange,V1x,1,B,85,Jugs  ,12,1,None,None,Did in tennis shoes
2020.08.06,Bouldering Floor Tall Wall - N,Green,V4,50%,B,90,Slopers and crimps,12,1,End,End,Hard mantle move
2020.08.06,Bouldering Floor Tall Wall - N,Yellow,V2x,1,B,90,Jugs and crimps,12,1,None,None,
2020.08.06,Bouldering Floor Tall Wall - N,Purple,V3x,1,B,90,Huecos and crimps,14,1,End,End,A little weird
2020.08.06,Bouldering Floor Tall Wall - N,Tan,V3x,3,B,90,Crimps,14,1,Middle,Middle,A little weird
2020.08.06,Bouldering Floor Tall Wall - N,Red,V1x,1,B,90,Jugs and crimps,12,1,None,None,
2020.07.28,Downstairs Crack Wall,Yellow,5.7x,1,TR,95,Jugs,45,1,Middle,Continuous,Weird for a 5.7
2020.07.28,Downstairs Crack Wall,Black,5.11ax,1,TR,95,"Rails. slopers, jugs",45,1,Middle,Continuous,Not bad
2020.07.28,Downstairs East Wall (Flake),Orange,5.11a,65%,TR,95,"Crimps, slopers",45,1,End,End,Wicked ending
2020.07.28,Downstairs East Wall (North),Red,5.10c,65%,TR,90,Slopers and crimps,45,1,Middle,Middle,Tough middle ... REDEMPTION
2020.07.28,Downstairs East Wall (North),Tan,5.6x,1,TR,90,Jugs,45,1,None,None,Dyno fest
2020.07.26,Inside NE Arete,Red,V3x,1,B,95-120,Jugs and crimps,14,1,Middle,None,One hard move in the middle want for REDEEMED
2020.07.26,Inside Arch,Yellow,V3x,2,B,90-130,Jugs and slopers,14,1,End,Non-continuous,Hard move at end  ... REDEEMED
2020.07.26,South Overhang,Orange,V3,65%,B,110,Jugs,14,1,Middle,Non-continuous,Middle move is a little tricky ... REDEMPTION ... still hard
2020.07.26,West Arch,Orange,V3x,2,B,110-180,Jugs and Crimps,12,1,Middle,Continuous,"Oddly hard, want to re-work this"
2020.07.26,Inside Arch,Green,V3x,1,B,110-180,Jugs,18,1,None,None,"Fun, but long"
2020.07.26,S Overhang,Green,V3x,1,B,120,Jugs and slopers,14,1,Middle,Continuous,Funny
2020.07.26,Desk Wall,Black,V4,60%,B,90,Crimps and volume,12,1,Middle,Middle,Fun
2020.07.26,SE Arete,Tan,V4,70%,B,90,Rails and crimps,12,1,End,Continuous,"Really weird move to a platform, feels super squishy, hard to stick the dyno, heel hook is possible"
2020.07.26,Slab Wall,Green,V3x,1,B,90,Slopers and crimps,14,1,None,None,up and down
2020.07.26,Inside E Arch,Green,V4,65%,B,120,Crimps,14,1,Middle,Middle,want another go
2020.07.26,Slab wall,Green,V0x,1,B,90,Jugs,12,1,None,None,
2020.07.26,Slab wall,Tan,V1x,1,B,90,Jugs,12,1,None,None,
2020.07.23,SE Arete,Blue,V4,60%,B,90,Huecos and slopers,12,1,End,Continuous,"Hard move to a sloper, but can be done"
2020.07.23,SE Arete,Tan,V4,70%,B,90,Rails and crimps,12,1,End,Continuous,"Really weird move to a platform, feels super squishy, hard to stick the dyno, heel hook is possible"
2020.07.23,E Slab Wall,Black,V4x,2,B,85,Crimps and rails,16,1,End,Continuous,"Fun, counterclockwise circular problem. Good foot problem"
2020.07.23,Inside NE Arete,Red,V2x,1,B,95-120,Jugs,14,1,None,None,
2020.07.23,Inside NE Arete,Red,V3,80%,B,95-120,Jugs and crimps,14,1,Middle,None,One hard move in the middle want for REDEMPTION
2020.07.23,SE Dihedral,Blue,V2x,1,B,95-110,Jugs,12,1,None,None,
2020.07.23,South Overhang,Orange,V3,65%,B,110,Jugs,14,1,Middle,Non-continuous,Middle move is a little tricky ... REDEMPTION
2020.07.23,SW Overhang,Blue,V3x,1,B,110,Jugs,14,1,None,None,
2020.07.23,SW Overhang,Red,V2x,1,B,95-100,Jugs,12,1,None,None,
2020.07.23,SW Overhang,Tan,V1x,1,B,95-100,Jugs,12,1,None,None,
2020.07.23,Inside Arch,Red,V2x,1,B,90-120,Jugs,12,1,None,None,
2020.07.23,Inside Arch,Purple,V3x,1,B,90-120,"Jugs, slopers",12,1,None,None,
2020.07.23,Inside Arch,Red,V2x,1,B,90-120,Jugs,12,1,None,None,
2020.07.23,Desk Wall,Blue,V1x,1,B,90,Bubbles and Jugs,12,1,None,None,hard for a 1
2020.07.23,Desk Wall,Red,V2x,1,B,90,Rails and jugs,12,1,None,None,
2020.07.23,Inside Arch,Yellow,V3,80%,B,90-130,Jugs and slopers,14,1,End,Non-continuous,Hard move at end  ... REDEMPTION
2020.07.23,Inside Arch N,Yellow,V2x,1,B,90-120,Jugs,12,1,None,None,
2020.07.23,N Inside,Green,V3x,1,B,90-100,Slopers and jugs,12,1,Early,Non-continuous,Tricky move early
2020.07.23,N Insude,Red,V1x,1,B,90-100,Jugs,12,1,None,None,
2020.07.23,SE Arete,Purple,V2x,1,B,90-110,Jugs,12,1,None,None,
2020.07.08,Downstairs SE Corner,Red,5.10a,80%,TR,95-120,Jugs and slopers,45,1,End,Continuous,Tough up top ... fried
2020.07.08,Downstairs E Wall,Black,5.7,90%,TR,95,Jugs,45,1,None,None,Laughably fried
2020.07.08,Downstairs NW Corner,Green,5.10ax,1,TR,95,"Rails, jugs, crimps, slopers",45,1,End,End,"Weird ending, a little desperate ... just went for it"
2020.07.08,Downstairs NW Corner,Yellow,5.10ax,1,TR,95-110,"Rails, jugs, crimps, slopers",45,1,End,End,
2020.07.08,Downstairs NW Corner,Tan,5.11a,95%,TR,95,Crimps and slopers,45,1,Middle,Middle,"Got to stacked crimps and fell, worked through that crux twice while haning"
2020.07.07,Downstairs N Wall,Yellow,5.10b,1,L,90-95,"Slopers, rails and crimps",45,1,End,Continuous,Took about 2-3 hangs
2020.07.07,Downstairs N Wall,Purple,5.9,1,L,90-95,Jugs and crimps,45,1,None,None,
2020.07.02,Downstairs NW Corner,Tan,5.11a,65%,TR,95,Crimps and slopers,45,1,Middle,Middle,I feel like I can send this but got gassed
2020.07.02,Downstairs N Wall,Purple,5.9x,1,TR,90-95,Jugs and crimps,45,1,None,None,"Easy, but I was tired"
2020.07.02,Downstairs N Wall,Black,5.9x,1,TR,90-95,Jugs and crimps,45,1,None,None,"Easy, but I was tired"
2020.07.02,Downstairs N Wall,Yellow,5.10bx,1,TR,90-95,"Slopers, rails and crimps",45,1,End,Continuous,Felt easy
2020.07.02,Downstairs NE Slab,Green,5.11b,30%,TR,80,Slopers and crimps,45,1,Everywhere,Continuous,Feels very hard
2020.06.24,Downstairs NE Slab,Blue,5.10dx,1,TR,80,Slopers and crimps,45,1,End,Continuous,A few tricky parts
2020.06.24,NE Slab,Yellow,5.10ax,1,TR,80,Slopers and crimps,45,1,None,None,
2020.06.24,NE Slab,Tan,5.6x,1,TR,80,Jugs,45,1,None,None,
2020.06.24,Downstairs Crack Corner,Tan,5.9x,1,TR,95,Slopers and crimps,45,1,None,None,"Easy, fun, dihedral"
2020.06.24,Downstairs Crack Corner,Blue,5.10ax,1,TR,95,"Slopers, jugs and crimps",45,1,None,None,"Easy, fun, dihedral"
2020.06.24,Downstairs East Wall (S),Black,5.8x,1,TR,95,Jugs,45,1,None,None,Easy 
2020.06.19,Bouldering Floor Tall Wall - E,Red,V4x,2,B,95,"Slopers, Crimps, Jugs",12,1,Early,Continuous,"Fun, peeled off first try high, should have taken my time"
2020.06.19,Bouldering Floor Tall Wall - E,Yellow,V3x,1,B,95,Pinches and slopers,12,1,None,None,
2020.06.19,Bouldering Floor Tall Wall - E,Green,V0x,1,B,95,Jugs,12,1,None,None,
2020.06.19,Bouldering Floor Tall Wall - E,Black,V2x,1,B,95,Pinches and Jugs,12,1,None,None,
2020.06.19,Bouldering Floor Tall Wall - N,Blue,V4x,2,B,85,Slopers and crimps,12,1,Early,Early,
2020.06.19,Bouldering Floor Tall Wall - N,Purple,V3x,1,B,85,Slopers and crimps,12,1,None,None,
2020.06.19,Bouldering Floor Tall Wall - N,Orange,V2x,1,B,85,Slopers,12,1,None,None,
2020.06.19,Bouldering Floor Tall Wall - N,Black,V0x,1,B,85,Jugs,12,1,None,None,
2020.06.19,Bouldering Floor Tall Wall - N,Yellow,V6,25%,B,85,Slopers,12,1,Middle,Continuous,"Hard, but kind of fun"
2020.06.19,Desk Wall,Black,V2x,1,B,90,Slopers,12,1,None,None,
2020.06.19,Desk Wall,Blue,V4,85%,B,90,Crimps and jugs,12,1,End,End,"Getting close, need to slowely work feet to the right and hands to match each hold heading right"
2020.06.19,West Arch,Orange,V3 ,60%,B,110-180,Jugs and Crimps,12,1,Middle,Continuous,"Oddly hard, want to re-work this"
2020.06.19,SE Inside Arch,Red,V2x,1,B,95,Jugs,14,1,None,None,
2020.06.19,SW Overhang,Tan,V2x,1,B,95,Crimps and jugs,14,1,None,None,
2020.06.19,Inside North,Tan,V4,40%,B,95,Slopers and Crimps,14,1,Middle,Continuous,Want another crack
2020.06.19,SW Overhang,Blue,V3x,1,B,95,Jugs,14,1,None,None,
2020.06.19,E Slab Wall,Black,V4,75%,B,85,Crimps and rails,16,1,End,Continuous,"Fun, counterclockwise circular problem. Want another go. "
2020.06.19,E Slab Wall,Blue,V4x,2,B,85,Crimps,14,1,Middle,Middle,Should have flashed but started with feet wrong
2020.04.07,Home Wall,Red,V4x,8,B,90-115,Slopers and crimps,12,1,Beginning,Continuous,"Tough beginning and end, good route"
2020.04.07,Home Wall,Red+Yellow - Macdads,V3x,3,B,90,Slopers and crimps,12,1,End,End,Tough end
2020.04.07,Home Wall,Rock Holds - Rock Candy,V3x,1,B,90-115,Crimps,12,1,End,End,
2020.04.07,Home Wall,Black-Charlie Murphy,V2,1,B,90-115,Crimps,12,1,None,None,
2020.04.07,Home Wall,Whales-Decks Dark,V3,1,B,90,Crimps,14,1,End,End,
2020.03.31,Home Wall,Black-Charlie Murphy,V2x,1,B,90-115,Crimps,12,1,None,None,
2020.03.31,Home Wall,Whales-Decks Dark,V3x,1,B,90,Crimps,14,1,End,End,
2020.03.31,Home Wall,Lime-Wicked Hahd,V4x,3,B,90-115,Slopers and crimps,12,1,End,End,Same is Ordo Lebes without jug hold
2020.03.31,Home Wall,Lime-Ordo Lebes,V3x,1,B,90-115,Slopers and jugs,12,1,End,End,
2020.03.31,Home Wall,Turquoise-Magnus V4,V4x,1,B,105,Jugs,10,1,Early,Early,Campus problem
2020.03.05,Slab Wall,Green,V4,10%,B,85,Slopers and crimps,14,1,Early,Early,Wicked start
2020.03.05,SE Arch,Blue,V4,40%,B,90-140,"Rail, crimp, jugs",14,1,Middle,Middle,"I think I can work this out, tricep was cramping and pulling"
2020.03.05,N Outside,Red,V4,1,B,90,Rails,12,1,None,None,Easy
2020.03.05,SE Arch,Green,V3x,1,B,90-120,"Rails, slopers and Jugs",14,1,None,None,
2020.03.05,W Inside,Blue,V3x,1,B,90-140,Jugs,18,1,End,End,Hard finish
2020.03.05,E Inside,Black,V3x,1,B,90-120,Jugs,14,1,End ,Continuous,Fun but hard
2020.03.05,N Outside,Yellow,V3,1,B,90,Crimps and jugs,12,1,Early,Early,Warm up
2020.03.05,N Outside,Green,V2,1,B,90,Jugs and slopers,12,1,None,None,"Warm up, up and down"
2020.03.05,Slab Wall,Blue,V3,1,B,85,Slopers and crimps,12,1,None,None,Redo
2020.03.05,Slab Wall,Red,V5x,5,B,85,Slopers and crimps,12,1,Early,Early,"Kept feet of big sloper, right hip on wall to start, got left foot high with a right arm mantle lock, moved right foot up below sloper and went for it"
2020.02.26,N Outside,Red,V4x,1,B,90,Rails,12,1,None,None,
2020.02.26,SE Arch,Tan,V3x,1,B,90-140,Jugs,14,1,Middle,Middle,
2020.02.26,SE Arch,Orange,V3,90%,B,90-140,Jugs,14,1,End,End,
2020.02.26,SE Arch,Blue,V4,35%,B,90-140,"Rail, crimp, jugs",14,1,Middle,Middle,Able to stick left hand move by rotating right fingers toward my body
2020.02.26,E Inside Arete,Blue,V4,70%,B,90-120,"Crimps, Rail",14,1,Middle,Middle,Gnarly and fun problem
2020.02.26,W Inside,Black,V3,95%,B,90-120,Jugs,14,1,End ,Continuous,Fun but hard
2020.02.26,W Inside,Blue,V3,95%,B,90-140,Jugs,18,1,End,End,Hard finish
2020.02.26,N Outside,Black,V1x,1,B,90,Jugs,14,1,None,None,
2020.02.26,N Inside,Tan,V2x,1,B,90-120,Jugs and slopers,14,1,None,None,
2020.02.26,N Inside Arete,Yellow,V3x,1,B,90-120,Jugs,14,1,None,None,
2020.02.26,N Inside,Yellow,V1x,1,B,90-110,Jugs,14,1,None,None,
2020.02.26,N Arch,Orange,V4,1,B,130-180,Jugs and crimps,12,1,End,End,"Redid, very easy now"
2020.02.23,N Arch,Orange,V4x,5,B,130-180,Jugs and crimps,12,1,End,End,Ended up having to simply change the direction of my toehook and then it was easy
2020.02.23,SE Arete,Yellow,V4x,8,B,90,Slopers and crimps,12,1,Middle,MIddle,Only way to do this was with an akward pull and back-step to static throw
2020.02.23,Slab Wall,Red,V5,50%,B,85,Slopers and crimps,12,1,Early,Early,This will go
2020.02.23,SE Arete,Black,V3x,1,B,90,Slopers and crimps,12,1,End,Continuous,
2020.02.23,Slab Wall,Tan,V3x,1,B,85,Pinches and rails,12,1,None,None,
2020.02.23,Slab Wall,Blue,V3x,1,B,85,Slopers and crimps,12,1,None,None,
2020.02.23,N Outside,Yellow,V3x,2,B,90,Crimps and jugs,12,1,Early,Early,
2020.02.23,N Outside,Green,V2x,1,B,90,Jugs and slopers,12,1,None,None,"Warm up, up and down"
2020.02.23,S Arch,Pink,V2x,1,B,110-180,Jugs,12,1,End,End,
2020.02.23,W Inside,Purple,V2x,1,B,90-130,Jugs,14,1,End,Continuous,A little pumpy for a V2
2020.02.23,Slab Wall,Purple,V2x,1,B,85,Jugs,12,1,None,None,
2020.02.23,N Outside,Blue,V1x,1,B,90,Jugs,12,1,None,None,"Warm up, up and down"
2020.02.21,Centrail Rock - S Overhang,Yellow,V1,1,B,120,Jugs,14,1,End,End,Really tough V1
2020.02.21,Centrail Rock - S Overhang,Black,V2,95%,B,120-160,Jugs,14,1,End,End,Super pumped
2020.02.21,Centrail Rock - S Overhang,Purple,V7,35%,B,90-130,"Slopers, crimps",14,1,Early,Continuous,Difficult dyno
2020.02.20,Centrail Rock - SE Arete,Pink,V0x,1,B,90,Jugs,12,1,None,None,
2020.02.20,Centrail Rock - SE Arete,Green,V1x,1,B,90-120,Rails and jugs,14,1,None,None,
2020.02.20,Centrail Rock - S Overhang,Purple,V7,40%,B,120-160,Rails and slopers,16,1,Middle,Middle,"Worked out sequence to dyno, could not stick dyno, if I could I think the rest can go"
2020.02.20,Centrail Rock - S Overhang,Black,V2,95%,B,120-160,Jugs,14,1,End,End,Super pumped
2020.02.20,Centrail Rock - S Overhang,Yellow,V1,90%,B,120,Jugs,14,1,End,End,Super pumped
2020.02.20,Centrail Rock - S Overhang,White,V0x,1,B,120,Jugs,14,1,End,End,Pumpy
2020.02.20,Central Rock - Center Arete,Pink,V0x,1,B,120,Jugs,12,1,None,None,
2020.02.20,Central Rock - Center Arete,White,V0x,1,B,90,Jugs,14,1,None,None,
2020.02.20,Central Rock - W Overhang,Pink,V1x,1,B,120,Jugs,14,1,None,None,
2020.02.20,Central Rock - W Overhang,Green,V2x,1,B,120,Jugs,14,1,None,None,
2020.02.20,Central Rock - NW Overhang,Pink,V0x,1,B,120,Jugs,12,1,None,None,
2020.02.20,Central Rock - NW Overhang,Green,V2x,1,B,120,Jugs,12,1,None,None,
2020.02.20,Central Rock - NW Overhang,Orange,V1x,1,B,120,Jugs,12,1,None,None,
2020.02.20,Central Rock - Slab wall,Green,V2x,1,B,90,Slopers and crimps,12,1,End,End,Fun
2020.02.20,Central Rock - Slab wall,Orange,V4,90%,B,90,Slopers and crimps,12,1,End,End,"Hard finishing move, have ideas, right hip on wall and big throw to 2 finger pocket"
2020.02.20,Central Rock - Slab wall,Pink,V0x,1,B,90,Rails and crimps,12,1,None,None,Arete warmup
2020.02.17,Slab Wall,Red,V4x,4,B,85,Slopers and crimps,12,1,Early,None,Middle move took me a few attempts
2020.02.17,Desk Wall,Blue,V4,85%,B,90,Crimps and jugs,12,1,End,End,"Getting close, need to slowely work feet to the right and hands to match each hold heading right"
2020.02.17,N Arch,Orange,V4,90%,B,130-180,Jugs and crimps,12,1,End,End,"Difficult, reachy end moverequiring a toe hook. I think I can bycyle this to finish, have been able to get both hands to second to last holds with left toe hook, tried hooking both toes but was not flexible enough. "
2020.02.17,SE Arete,Yellow,V4,90%,B,90,Slopers and crimps,12,1,Middle,MIddle,"Really close on this one, have problem barn dooring off. Perhaps through left foot high after moving right foot high. "
2020.02.17,SE Arete,Black,V3x,1,B,90,Slopers and crimps,12,1,End,Continuous,
2020.02.17,Slab Wall,Tan,V3x,1,B,85,Pinches and rails,12,1,None,None,
2020.02.17,Slab Wall,Blue,V3x,1,B,85,Slopers and crimps,12,1,None,None,
2020.02.17,N Outside,Yellow,V3x,2,B,90,Crimps and jugs,12,1,Early,Early,
2020.02.17,N Outside,Green,V2x,1,B,90,Jugs and slopers,12,1,None,None,
2020.02.11,Gripstone center (SW),Green,5.5x,1,TR,92,Jugs,35,1,None,None,
2020.02.11,Gripstone center (W),Green,5.6x,1,TR,92,Jugs,35,1,None,None,Did this route about 5 times for movement practice
2020.02.11,Gripstone center (S),Black,5.8x,1,TR,92,Jugs,35,1,End,End,"Fun and interesting, a little pumped at the end"
2020.02.11,Gripstone center (NW),Blue,5.7x,1,TR,92,Jugs,35,1,None,None,Did this route about 10 times with various focuses for movement practice
2020.02.11,Gripstone center (SW),Blue,5.10ax,1,TR,92,Crimps and slopers,35,1,End,Continuous,"Fun dihedral route, was able to downclimb most of it later in the day for practice"
2020.02.04,Upstairs Little Wall,Orange,5.6 ,1,TR,92,Jugs,25,1,None,None,10 laps
2020.02.04,Upstairs Little Wall,Black,5.6,1,TR,92,Jugs,25,1,None,None,10 laps
2020.02.04,Upstairs Little Wall,Purple,5.8,1,TR,92,Rails and crimps,25,1,None,None,
2020.02.04,Upstairs Little Wall,Green,5.10a,1,TR,92,Slopers and crimps,25,1,End,End,
2020.02.04,Upstairs Little Wall,Green,5.9,95%,TR,92,Slopers and crimps,25,1,End,End,Tired
2020.02.04,Upstairs Little Wall,Yellow,5.7x,1,TR,92,Slopers,25,1,Middle,None,
2020.02.04,Upstairs Little Wall,Green,5.6,1,TR,92,Jugs,25,1,None,None,
2020.02.04,Upstairs Little Wall,Blue,5.5,1,TR,92,Jugs,25,1,None,None,
2020.01.30,N Outside,Black,V4,60%,B,90,Crimps and slopers,12,1,Middle,MIddle,Worked this at the end of the day ... fun
2020.01.30,Downstairs S,Purple,5.10b,40%,L,95,Crimps and slopers,50,1,?,? ,"Fun dihedral route, got to third draw just to play then came down"
2020.01.30,Downstairs SW,Black,5.8x,1,L,95,Jugs ,45,1,None,None,
2020.01.30,Downstairs SE Wall,Black,5.6x,1,L,95,Jugs,45,1,None,None,Did laps on this
2020.01.30,Downstairs NE Wall,Green,5.8x,1,TR,90,Jugs and slopers,45,1,None,None,Fun Dihedral
2020.01.28,Downstairs SE Wall,Black,5.6,90%,L,95,Jugs,45,1,None,None,Super pumped
2020.01.28,Downstairs SE Wall,Yellow,5.7,80%,L,95,Jugs,45,1,None,None,Super pumped
2020.01.28,Downstairs NW wall,Red,5.8x,1,L,95,Jugs,45,1,End,None,Super pumped
2020.01.28,Downstairs SW Corner (Crack),Green,5.9,90%,L,95,Jugs and slopers,45,1,None,None,"I was super pumped, kept coming off last couple of moves"
2020.01.28,Desk Wall,Black,V4x,2,B,90,Slopers and crimps,12,1,Middle,Continuous,"Lots of balance and shifting weight left to right, footwork intensive"
2020.01.24,Inside Arch,Blue,V3,99%,B,125,Jugs,14,1,End,End,"Ripped flapper on right hand on last move, super worked too"
2020.01.24,N Outside,Black,V1x,1,B,90,Rails and slopers,12,1,None,None,
2020.01.24,N Outside,Blue,V2x,1,B,90,Rails and jugs,12,1,None,None,
2020.01.24,N Outside,Yellow,V3x,1,B,90,Slopers and Jugs,12,1,None,None,
2020.01.24,N Outside,Green,V2x,1,B,90,Rails and jugs,12,1,None,None,
2020.01.24,N Outside,Blue,V2,1,B,90,Jugs and crimps,14,1,Beginning,Continous,
2020.01.24,N Outside,Green,V3,1,B,90,Slopers,12,1,Beginning,Continous,
2020.01.24,N Outside,Tan,V2,1,B,90,Crimps and rails,14,1,End,End,A little weird
2020.01.24,E Slab Wall,Blue,V2,1,B,85,Jugs,12,1,None,None,
2020.01.24,E Slab Wall,Red,V1,1,B,85,Jugs,12,1,None,None,
2020.01.24,E Slab Wall,Tan,V3,1,B,85,Slopers and crimps,12,1,End,End,
2020.01.24,E Slab Wall,Green,V2x,1,B,90,Crimps and jugs,12,1,None,None,
2020.01.24,SE Arete,Black,V0,1,B,90,Rails,12,1,None,None,
2020.01.24,SE Arete,Red,V1x,1,B,90-120,Jugs,12,1,None,None,Did this using big dyno move
2020.01.24,N Inside,Tan,V0x,1,B,90-120,Jugs,12,1,None,None,
2020.01.24,N Inside,Orange,V1x,1,B,90-120,Jugs,12,1,None,None,
2020.01.24,N Inside,Yellow,V1x,1,B,90-120,Jugs,12,1,None,None,
2020.01.24,N Arch,Blue,V3,95%,B,90-130,Jugs,14,1,End,End,Pumped out
2020.01.24,N Arch,Orange,V4,90%,B,130-180,Jugs and crimps,12,1,End,End,"Difficult, reachy end moverequiring a toe hook. I think I can bycyle this to finish, have been able to get both hands to second to last holds with left toe hook"
